:START_ID(PERSON_ID)|:END_ID(PLACE_ID)|:TYPE
26388279068275|1045|IS_LOCATED_IN
26388279068856|1294|IS_LOCATED_IN
26388279070639|256|IS_LOCATED_IN
26388279072430|1429|IS_LOCATED_IN
26388279073058|427|IS_LOCATED_IN
26388279074355|1130|IS_LOCATED_IN
28587302322873|516|IS_LOCATED_IN
28587302327183|942|IS_LOCATED_IN
28587302327320|1169|IS_LOCATED_IN
28587302330388|925|IS_LOCATED_IN
28587302332178|638|IS_LOCATED_IN
28587302332688|1363|IS_LOCATED_IN
28587302332899|907|IS_LOCATED_IN
30786325578788|615|IS_LOCATED_IN
30786325580358|536|IS_LOCATED_IN
30786325581635|719|IS_LOCATED_IN
30786325581812|269|IS_LOCATED_IN
30786325585081|1127|IS_LOCATED_IN
30786325586109|511|IS_LOCATED_IN
30786325586916|1422|IS_LOCATED_IN
32985348834675|408|IS_LOCATED_IN
32985348837637|797|IS_LOCATED_IN
32985348837706|1342|IS_LOCATED_IN
32985348837885|1047|IS_LOCATED_IN
32985348838332|787|IS_LOCATED_IN
32985348838882|828|IS_LOCATED_IN
32985348840984|634|IS_LOCATED_IN
4598|206|IS_LOCATED_IN
6243|322|IS_LOCATED_IN
7650|264|IS_LOCATED_IN
7944|306|IS_LOCATED_IN
8865|826|IS_LOCATED_IN
9399|184|IS_LOCATED_IN
2199023259981|146|IS_LOCATED_IN
2199023261329|1127|IS_LOCATED_IN
2199023262694|1209|IS_LOCATED_IN
2199023263826|1048|IS_LOCATED_IN
2199023264018|741|IS_LOCATED_IN
2199023264999|1031|IS_LOCATED_IN
2199023265744|387|IS_LOCATED_IN
2199023265900|668|IS_LOCATED_IN
4398046517338|1154|IS_LOCATED_IN
4398046517694|828|IS_LOCATED_IN
4398046518070|884|IS_LOCATED_IN
4398046519425|1254|IS_LOCATED_IN
4398046521458|1063|IS_LOCATED_IN
6597069770193|1259|IS_LOCATED_IN
6597069770791|1274|IS_LOCATED_IN
6597069774777|1091|IS_LOCATED_IN
6597069776224|731|IS_LOCATED_IN
6597069776247|833|IS_LOCATED_IN
6597069777354|658|IS_LOCATED_IN
8796093023143|1377|IS_LOCATED_IN
8796093023461|599|IS_LOCATED_IN
8796093024242|196|IS_LOCATED_IN
8796093024935|509|IS_LOCATED_IN
8796093026502|364|IS_LOCATED_IN
8796093029038|1443|IS_LOCATED_IN
8796093029320|892|IS_LOCATED_IN
8796093030157|300|IS_LOCATED_IN
8796093031175|169|IS_LOCATED_IN
8796093032245|296|IS_LOCATED_IN
8796093032607|380|IS_LOCATED_IN
13194139533850|993|IS_LOCATED_IN
13194139536952|1361|IS_LOCATED_IN
13194139538575|440|IS_LOCATED_IN
13194139539550|826|IS_LOCATED_IN
13194139541511|1431|IS_LOCATED_IN
15393162789992|200|IS_LOCATED_IN
15393162790562|1368|IS_LOCATED_IN
15393162790796|342|IS_LOCATED_IN
15393162790846|959|IS_LOCATED_IN
15393162795140|983|IS_LOCATED_IN
15393162797342|537|IS_LOCATED_IN
15393162797735|141|IS_LOCATED_IN
15393162798261|922|IS_LOCATED_IN
17592186044504|314|IS_LOCATED_IN
17592186044810|1014|IS_LOCATED_IN
17592186052669|929|IS_LOCATED_IN
17592186053922|1155|IS_LOCATED_IN
19791209300058|934|IS_LOCATED_IN
19791209301789|1046|IS_LOCATED_IN
19791209304460|223|IS_LOCATED_IN
19791209308353|1248|IS_LOCATED_IN
21990232556714|637|IS_LOCATED_IN
21990232557292|897|IS_LOCATED_IN
21990232557481|1165|IS_LOCATED_IN
21990232559223|1327|IS_LOCATED_IN
21990232561211|1040|IS_LOCATED_IN
21990232562816|509|IS_LOCATED_IN
21990232565039|900|IS_LOCATED_IN
21990232565098|1156|IS_LOCATED_IN
21990232566008|603|IS_LOCATED_IN
24189255816107|1395|IS_LOCATED_IN
24189255816493|909|IS_LOCATED_IN
24189255817648|1038|IS_LOCATED_IN
24189255818301|486|IS_LOCATED_IN
24189255819267|1152|IS_LOCATED_IN
26388279068731|138|IS_LOCATED_IN
26388279070700|985|IS_LOCATED_IN
28587302322741|568|IS_LOCATED_IN
28587302325163|451|IS_LOCATED_IN
28587302326420|1274|IS_LOCATED_IN
28587302326875|735|IS_LOCATED_IN
30786325580343|708|IS_LOCATED_IN
30786325581370|856|IS_LOCATED_IN
30786325584035|236|IS_LOCATED_IN
30786325584155|1099|IS_LOCATED_IN
30786325588726|533|IS_LOCATED_IN
32985348833558|617|IS_LOCATED_IN
32985348835088|1096|IS_LOCATED_IN
32985348835805|567|IS_LOCATED_IN
32985348842795|281|IS_LOCATED_IN
35184372091310|1206|IS_LOCATED_IN
35184372094803|1257|IS_LOCATED_IN
1922|1401|IS_LOCATED_IN
4570|951|IS_LOCATED_IN
4693|388|IS_LOCATED_IN
5456|412|IS_LOCATED_IN
5468|774|IS_LOCATED_IN
6225|1305|IS_LOCATED_IN
6789|1441|IS_LOCATED_IN
7216|1157|IS_LOCATED_IN
8092|1345|IS_LOCATED_IN
10039|947|IS_LOCATED_IN
2199023257128|393|IS_LOCATED_IN
2199023259614|466|IS_LOCATED_IN
2199023259620|1392|IS_LOCATED_IN
2199023260870|254|IS_LOCATED_IN
2199023264045|402|IS_LOCATED_IN
2199023264814|441|IS_LOCATED_IN
2199023266163|555|IS_LOCATED_IN
2199023266324|579|IS_LOCATED_IN
4398046512764|1162|IS_LOCATED_IN
4398046513754|1342|IS_LOCATED_IN
4398046514546|1278|IS_LOCATED_IN
4398046515215|1372|IS_LOCATED_IN
4398046516633|1253|IS_LOCATED_IN
4398046519349|1241|IS_LOCATED_IN
4398046519481|739|IS_LOCATED_IN
4398046519887|1067|IS_LOCATED_IN
4398046522002|114|IS_LOCATED_IN
6597069766961|1262|IS_LOCATED_IN
6597069769604|901|IS_LOCATED_IN
6597069770702|648|IS_LOCATED_IN
6597069773103|1249|IS_LOCATED_IN
6597069773842|771|IS_LOCATED_IN
6597069774122|665|IS_LOCATED_IN
8796093022367|1343|IS_LOCATED_IN
8796093022641|921|IS_LOCATED_IN
8796093022764|384|IS_LOCATED_IN
8796093023138|1310|IS_LOCATED_IN
8796093030945|1338|IS_LOCATED_IN
10995116280508|675|IS_LOCATED_IN
10995116280587|325|IS_LOCATED_IN
10995116281275|256|IS_LOCATED_IN
10995116283556|983|IS_LOCATED_IN
10995116288409|1110|IS_LOCATED_IN
13194139538935|955|IS_LOCATED_IN
13194139539868|328|IS_LOCATED_IN
13194139540816|602|IS_LOCATED_IN
13194139542993|1065|IS_LOCATED_IN
13194139543105|1232|IS_LOCATED_IN
13194139543125|950|IS_LOCATED_IN
13194139543793|130|IS_LOCATED_IN
15393162789410|834|IS_LOCATED_IN
15393162799726|276|IS_LOCATED_IN
17592186046185|1121|IS_LOCATED_IN
17592186046758|940|IS_LOCATED_IN
17592186046830|1426|IS_LOCATED_IN
17592186047319|497|IS_LOCATED_IN
17592186047743|1158|IS_LOCATED_IN
17592186048493|985|IS_LOCATED_IN
17592186049298|423|IS_LOCATED_IN
17592186049484|686|IS_LOCATED_IN
17592186052888|527|IS_LOCATED_IN
17592186054401|742|IS_LOCATED_IN
19791209301403|902|IS_LOCATED_IN
19791209301577|640|IS_LOCATED_IN
19791209301717|279|IS_LOCATED_IN
19791209304899|561|IS_LOCATED_IN
19791209305763|1278|IS_LOCATED_IN
19791209305854|1324|IS_LOCATED_IN
19791209310755|817|IS_LOCATED_IN
21990232555940|391|IS_LOCATED_IN
21990232559951|989|IS_LOCATED_IN
24189255811398|1064|IS_LOCATED_IN
24189255813494|1434|IS_LOCATED_IN
24189255814438|994|IS_LOCATED_IN
24189255814765|777|IS_LOCATED_IN
24189255815607|365|IS_LOCATED_IN
24189255817388|846|IS_LOCATED_IN
24189255817427|532|IS_LOCATED_IN
24189255818526|354|IS_LOCATED_IN
24189255820453|389|IS_LOCATED_IN
26388279069549|1020|IS_LOCATED_IN
26388279069739|235|IS_LOCATED_IN
26388279070667|296|IS_LOCATED_IN
26388279071335|1141|IS_LOCATED_IN
26388279071820|1088|IS_LOCATED_IN
26388279072314|711|IS_LOCATED_IN
26388279074202|941|IS_LOCATED_IN
28587302322686|1078|IS_LOCATED_IN
28587302327505|886|IS_LOCATED_IN
28587302327536|950|IS_LOCATED_IN
28587302328276|686|IS_LOCATED_IN
28587302328523|1267|IS_LOCATED_IN
28587302332049|775|IS_LOCATED_IN
30786325579136|969|IS_LOCATED_IN
30786325581540|1046|IS_LOCATED_IN
30786325582142|817|IS_LOCATED_IN
30786325583484|1125|IS_LOCATED_IN
30786325583551|264|IS_LOCATED_IN
30786325584765|1343|IS_LOCATED_IN
30786325586018|1077|IS_LOCATED_IN
32985348833849|1273|IS_LOCATED_IN
32985348836386|350|IS_LOCATED_IN
32985348836714|1297|IS_LOCATED_IN
32985348841441|1045|IS_LOCATED_IN
32985348842332|136|IS_LOCATED_IN
32985348844221|306|IS_LOCATED_IN
1845|537|IS_LOCATED_IN
4822|972|IS_LOCATED_IN
5976|650|IS_LOCATED_IN
6096|214|IS_LOCATED_IN
8641|479|IS_LOCATED_IN
9675|474|IS_LOCATED_IN
9888|1077|IS_LOCATED_IN
2199023257371|1069|IS_LOCATED_IN
2199023262956|401|IS_LOCATED_IN
2199023265546|1280|IS_LOCATED_IN
4398046511463|567|IS_LOCATED_IN
4398046512636|582|IS_LOCATED_IN
4398046513254|1220|IS_LOCATED_IN
4398046518837|692|IS_LOCATED_IN
4398046519908|1207|IS_LOCATED_IN
4398046519955|555|IS_LOCATED_IN
6597069766695|858|IS_LOCATED_IN
6597069767625|929|IS_LOCATED_IN
6597069769535|1381|IS_LOCATED_IN
6597069770742|1204|IS_LOCATED_IN
6597069772140|621|IS_LOCATED_IN
6597069772231|986|IS_LOCATED_IN
6597069776788|930|IS_LOCATED_IN
8796093022467|760|IS_LOCATED_IN
8796093024736|854|IS_LOCATED_IN
8796093026167|814|IS_LOCATED_IN
8796093026847|846|IS_LOCATED_IN
8796093029053|1035|IS_LOCATED_IN
8796093029311|743|IS_LOCATED_IN
8796093029412|307|IS_LOCATED_IN
8796093030006|812|IS_LOCATED_IN
10995116281374|153|IS_LOCATED_IN
10995116281717|1352|IS_LOCATED_IN
10995116286015|615|IS_LOCATED_IN
13194139533332|531|IS_LOCATED_IN
13194139533589|1105|IS_LOCATED_IN
13194139535371|1125|IS_LOCATED_IN
13194139536738|726|IS_LOCATED_IN
13194139538890|929|IS_LOCATED_IN
13194139542470|283|IS_LOCATED_IN
13194139542863|349|IS_LOCATED_IN
13194139542895|864|IS_LOCATED_IN
15393162789707|442|IS_LOCATED_IN
15393162792273|709|IS_LOCATED_IN
15393162794610|547|IS_LOCATED_IN
15393162794918|289|IS_LOCATED_IN
15393162796756|270|IS_LOCATED_IN
15393162798046|982|IS_LOCATED_IN
15393162798732|1413|IS_LOCATED_IN
17592186054130|754|IS_LOCATED_IN
17592186054397|1186|IS_LOCATED_IN
17592186054879|708|IS_LOCATED_IN
19791209303604|361|IS_LOCATED_IN
19791209304421|812|IS_LOCATED_IN
19791209308643|1021|IS_LOCATED_IN
19791209309964|952|IS_LOCATED_IN
19791209310527|367|IS_LOCATED_IN
21990232556536|1104|IS_LOCATED_IN
21990232560053|1110|IS_LOCATED_IN
21990232564424|176|IS_LOCATED_IN
21990232565311|675|IS_LOCATED_IN
21990232565753|1209|IS_LOCATED_IN
24189255811694|1211|IS_LOCATED_IN
24189255812103|726|IS_LOCATED_IN
24189255813658|1147|IS_LOCATED_IN
24189255818166|1204|IS_LOCATED_IN
24189255819940|1187|IS_LOCATED_IN
26388279068740|1131|IS_LOCATED_IN
26388279069158|970|IS_LOCATED_IN
26388279070293|933|IS_LOCATED_IN
26388279074620|457|IS_LOCATED_IN
26388279077215|1180|IS_LOCATED_IN
28587302325316|954|IS_LOCATED_IN
28587302325591|1108|IS_LOCATED_IN
28587302326152|111|IS_LOCATED_IN
28587302328557|1133|IS_LOCATED_IN
28587302329875|497|IS_LOCATED_IN
28587302330821|933|IS_LOCATED_IN
28587302332150|488|IS_LOCATED_IN
30786325577812|1420|IS_LOCATED_IN
30786325577960|1168|IS_LOCATED_IN
30786325578795|689|IS_LOCATED_IN
30786325579035|1152|IS_LOCATED_IN
30786325579119|1035|IS_LOCATED_IN
30786325583812|230|IS_LOCATED_IN
30786325585606|774|IS_LOCATED_IN
30786325587523|701|IS_LOCATED_IN
32985348834262|975|IS_LOCATED_IN
32985348834823|1058|IS_LOCATED_IN
32985348835115|396|IS_LOCATED_IN
32985348841279|1217|IS_LOCATED_IN
32985348842048|1167|IS_LOCATED_IN
32985348842441|677|IS_LOCATED_IN
35184372096904|510|IS_LOCATED_IN
65|1203|IS_LOCATED_IN
2329|414|IS_LOCATED_IN
2845|1377|IS_LOCATED_IN
3247|1126|IS_LOCATED_IN
3606|1381|IS_LOCATED_IN
4296|364|IS_LOCATED_IN
4517|975|IS_LOCATED_IN
5852|695|IS_LOCATED_IN
5885|481|IS_LOCATED_IN
6013|1438|IS_LOCATED_IN
7567|1315|IS_LOCATED_IN
8436|540|IS_LOCATED_IN
9256|436|IS_LOCATED_IN
9995|171|IS_LOCATED_IN
2199023255981|851|IS_LOCATED_IN
2199023256530|1039|IS_LOCATED_IN
2199023258280|1320|IS_LOCATED_IN
2199023259063|957|IS_LOCATED_IN
2199023260929|907|IS_LOCATED_IN
2199023261235|758|IS_LOCATED_IN
2199023266303|210|IS_LOCATED_IN
4398046511535|1258|IS_LOCATED_IN
4398046512826|418|IS_LOCATED_IN
4398046515161|344|IS_LOCATED_IN
4398046516395|673|IS_LOCATED_IN
4398046517240|336|IS_LOCATED_IN
4398046518350|745|IS_LOCATED_IN
4398046520260|374|IS_LOCATED_IN
4398046520915|590|IS_LOCATED_IN
4398046521391|1225|IS_LOCATED_IN
6597069768287|819|IS_LOCATED_IN
6597069772822|395|IS_LOCATED_IN
6597069773166|539|IS_LOCATED_IN
8796093026188|734|IS_LOCATED_IN
8796093028172|222|IS_LOCATED_IN
8796093029854|665|IS_LOCATED_IN
8796093031803|354|IS_LOCATED_IN
10995116278915|502|IS_LOCATED_IN
10995116279491|1258|IS_LOCATED_IN
10995116280436|416|IS_LOCATED_IN
10995116281838|1227|IS_LOCATED_IN
10995116285358|606|IS_LOCATED_IN
10995116287429|524|IS_LOCATED_IN
10995116287916|863|IS_LOCATED_IN
10995116288012|842|IS_LOCATED_IN
10995116288188|1339|IS_LOCATED_IN
13194139535450|1423|IS_LOCATED_IN
13194139535878|251|IS_LOCATED_IN
13194139536061|1014|IS_LOCATED_IN
13194139538128|1375|IS_LOCATED_IN
13194139538405|731|IS_LOCATED_IN
13194139538406|383|IS_LOCATED_IN
13194139540440|1339|IS_LOCATED_IN
13194139541453|767|IS_LOCATED_IN
13194139542764|655|IS_LOCATED_IN
13194139543769|452|IS_LOCATED_IN
15393162789569|1396|IS_LOCATED_IN
15393162793063|466|IS_LOCATED_IN
15393162794474|487|IS_LOCATED_IN
15393162794494|303|IS_LOCATED_IN
15393162796861|916|IS_LOCATED_IN
15393162799486|114|IS_LOCATED_IN
17592186044824|268|IS_LOCATED_IN
17592186045865|306|IS_LOCATED_IN
17592186045981|1192|IS_LOCATED_IN
17592186047318|997|IS_LOCATED_IN
17592186047761|1159|IS_LOCATED_IN
17592186048352|743|IS_LOCATED_IN
17592186049726|493|IS_LOCATED_IN
17592186052685|1188|IS_LOCATED_IN
17592186053162|1127|IS_LOCATED_IN
17592186053700|228|IS_LOCATED_IN
17592186054028|476|IS_LOCATED_IN
19791209300474|939|IS_LOCATED_IN
19791209300739|347|IS_LOCATED_IN
19791209301463|1082|IS_LOCATED_IN
19791209302057|721|IS_LOCATED_IN
19791209305255|766|IS_LOCATED_IN
19791209307478|590|IS_LOCATED_IN
19791209310429|1023|IS_LOCATED_IN
19791209310932|378|IS_LOCATED_IN
21990232556180|1377|IS_LOCATED_IN
21990232558419|1167|IS_LOCATED_IN
21990232558990|477|IS_LOCATED_IN
21990232559581|319|IS_LOCATED_IN
21990232564541|591|IS_LOCATED_IN
24189255813058|278|IS_LOCATED_IN
24189255815833|333|IS_LOCATED_IN
24189255820983|1426|IS_LOCATED_IN
26388279068269|482|IS_LOCATED_IN
26388279072418|317|IS_LOCATED_IN
26388279075701|599|IS_LOCATED_IN
26388279076336|652|IS_LOCATED_IN
28587302322281|226|IS_LOCATED_IN
28587302322755|454|IS_LOCATED_IN
28587302326294|915|IS_LOCATED_IN
28587302327096|147|IS_LOCATED_IN
28587302327630|1281|IS_LOCATED_IN
28587302328299|1336|IS_LOCATED_IN
28587302330023|1032|IS_LOCATED_IN
28587302330153|1020|IS_LOCATED_IN
30786325579545|1349|IS_LOCATED_IN
30786325581842|1379|IS_LOCATED_IN
30786325584666|1420|IS_LOCATED_IN
32985348833679|1342|IS_LOCATED_IN
32985348833686|593|IS_LOCATED_IN
32985348835269|337|IS_LOCATED_IN
32985348835589|1210|IS_LOCATED_IN
32985348836807|296|IS_LOCATED_IN
32985348837090|148|IS_LOCATED_IN
32985348838981|140|IS_LOCATED_IN
32985348838997|665|IS_LOCATED_IN
32985348839311|1353|IS_LOCATED_IN
32985348839614|1138|IS_LOCATED_IN
32985348839686|731|IS_LOCATED_IN
32985348839976|1332|IS_LOCATED_IN
32985348843180|981|IS_LOCATED_IN
32985348843237|511|IS_LOCATED_IN
35184372090589|168|IS_LOCATED_IN
35184372091820|477|IS_LOCATED_IN
1219|1140|IS_LOCATED_IN
1791|494|IS_LOCATED_IN
3217|1127|IS_LOCATED_IN
5474|724|IS_LOCATED_IN
8909|542|IS_LOCATED_IN
10438|357|IS_LOCATED_IN
10975|482|IS_LOCATED_IN
2199023257297|1313|IS_LOCATED_IN
2199023258066|770|IS_LOCATED_IN
2199023258456|511|IS_LOCATED_IN
2199023258908|297|IS_LOCATED_IN
2199023260816|1209|IS_LOCATED_IN
2199023261114|1332|IS_LOCATED_IN
2199023262152|348|IS_LOCATED_IN
2199023262990|773|IS_LOCATED_IN
2199023264300|116|IS_LOCATED_IN
2199023264898|871|IS_LOCATED_IN
2199023265361|832|IS_LOCATED_IN
2199023266215|569|IS_LOCATED_IN
4398046513334|1304|IS_LOCATED_IN
4398046515789|416|IS_LOCATED_IN
4398046516088|1133|IS_LOCATED_IN
4398046519516|637|IS_LOCATED_IN
4398046521033|1198|IS_LOCATED_IN
4398046521091|214|IS_LOCATED_IN
6597069768567|625|IS_LOCATED_IN
6597069772065|309|IS_LOCATED_IN
6597069774527|1453|IS_LOCATED_IN
8796093022290|1225|IS_LOCATED_IN
8796093023634|426|IS_LOCATED_IN
8796093024710|1245|IS_LOCATED_IN
8796093025306|458|IS_LOCATED_IN
8796093025492|1277|IS_LOCATED_IN
8796093025516|1260|IS_LOCATED_IN
8796093028481|1437|IS_LOCATED_IN
8796093029535|595|IS_LOCATED_IN
8796093032936|218|IS_LOCATED_IN
10995116279585|277|IS_LOCATED_IN
10995116281487|234|IS_LOCATED_IN
10995116281728|370|IS_LOCATED_IN
10995116282386|628|IS_LOCATED_IN
10995116285266|992|IS_LOCATED_IN
10995116285903|933|IS_LOCATED_IN
10995116288030|1012|IS_LOCATED_IN
10995116288126|712|IS_LOCATED_IN
13194139535313|855|IS_LOCATED_IN
13194139540414|1342|IS_LOCATED_IN
13194139541246|409|IS_LOCATED_IN
13194139541287|1422|IS_LOCATED_IN
13194139541678|762|IS_LOCATED_IN
13194139543330|417|IS_LOCATED_IN
15393162789560|112|IS_LOCATED_IN
15393162791475|944|IS_LOCATED_IN
15393162794414|633|IS_LOCATED_IN
15393162798113|173|IS_LOCATED_IN
15393162799285|1108|IS_LOCATED_IN
17592186044532|265|IS_LOCATED_IN
17592186044568|494|IS_LOCATED_IN
17592186045583|1306|IS_LOCATED_IN
17592186047267|1165|IS_LOCATED_IN
17592186047327|592|IS_LOCATED_IN
17592186047602|834|IS_LOCATED_IN
17592186049335|333|IS_LOCATED_IN
17592186052400|517|IS_LOCATED_IN
17592186053317|1238|IS_LOCATED_IN
17592186055060|667|IS_LOCATED_IN
19791209300796|591|IS_LOCATED_IN
19791209307163|1204|IS_LOCATED_IN
19791209310420|683|IS_LOCATED_IN
21990232556771|1252|IS_LOCATED_IN
21990232557176|1397|IS_LOCATED_IN
21990232559210|998|IS_LOCATED_IN
21990232562894|876|IS_LOCATED_IN
21990232565300|604|IS_LOCATED_IN
21990232565749|262|IS_LOCATED_IN
24189255813453|520|IS_LOCATED_IN
24189255814531|1393|IS_LOCATED_IN
