id:ID(ORGANISATION_ID)|type:string|name:string|url:string|:LABEL
85|"company"|"InterSky"|"http://dbpedia.org/resource/InterSky"|Organisation
86|"company"|"LTU_Austria"|"http://dbpedia.org/resource/LTU_Austria"|Organisation
87|"company"|"Styrian_Spirit"|"http://dbpedia.org/resource/Styrian_Spirit"|Organisation
88|"company"|"Teamline_Air"|"http://dbpedia.org/resource/Teamline_Air"|Organisation
89|"company"|"Slovenian_Spirit"|"http://dbpedia.org/resource/Slovenian_Spirit"|Organisation
90|"company"|"Fairline"|"http://dbpedia.org/resource/Fairline"|Organisation
91|"company"|"Austrian_Airlines"|"http://dbpedia.org/resource/Austrian_Airlines"|Organisation
92|"company"|"Jetalliance"|"http://dbpedia.org/resource/Jetalliance"|Organisation
93|"company"|"Tyrolean_Jet_Services"|"http://dbpedia.org/resource/Tyrolean_Jet_Services"|Organisation
94|"company"|"Air_Sylhet"|"http://dbpedia.org/resource/Air_Sylhet"|Organisation
95|"company"|"Robin_Hood_Aviation"|"http://dbpedia.org/resource/Robin_Hood_Aviation"|Organisation
96|"company"|"MAP_Jet"|"http://dbpedia.org/resource/MAP_Jet"|Organisation
97|"company"|"Montana_Austria"|"http://dbpedia.org/resource/Montana_Austria"|Organisation
98|"company"|"Austrojet"|"http://dbpedia.org/resource/Austrojet"|Organisation
99|"company"|"Mali_Air"|"http://dbpedia.org/resource/Mali_Air"|Organisation
100|"company"|"Azerbaijan_Airlines"|"http://dbpedia.org/resource/Azerbaijan_Airlines"|Organisation
101|"company"|"Turan_Air"|"http://dbpedia.org/resource/Turan_Air"|Organisation
102|"company"|"Silk_Way_Airlines"|"http://dbpedia.org/resource/Silk_Way_Airlines"|Organisation
103|"company"|"Azal_Avia_Cargo"|"http://dbpedia.org/resource/Azal_Avia_Cargo"|Organisation
104|"company"|"Imair_Airlines"|"http://dbpedia.org/resource/Imair_Airlines"|Organisation
105|"company"|"SW_Business_Aviation"|"http://dbpedia.org/resource/SW_Business_Aviation"|Organisation
106|"company"|"Belavia"|"http://dbpedia.org/resource/Belavia"|Organisation
107|"company"|"Gomelavia"|"http://dbpedia.org/resource/Gomelavia"|Organisation
108|"company"|"TransAVIAexport_Airlines"|"http://dbpedia.org/resource/TransAVIAexport_Airlines"|Organisation
109|"company"|"Genex"|"http://dbpedia.org/resource/Genex"|Organisation
110|"company"|"Sabena"|"http://dbpedia.org/resource/Sabena"|Organisation
111|"company"|"SN_Brussels_Airlines"|"http://dbpedia.org/resource/SN_Brussels_Airlines"|Organisation
112|"company"|"Virgin_Express"|"http://dbpedia.org/resource/Virgin_Express"|Organisation
113|"company"|"VLM_Airlines"|"http://dbpedia.org/resource/VLM_Airlines"|Organisation
114|"company"|"TNT_Airways"|"http://dbpedia.org/resource/TNT_Airways"|Organisation
115|"company"|"European_Air_Transport"|"http://dbpedia.org/resource/European_Air_Transport"|Organisation
116|"company"|"Thomas_Cook_Airlines_Belgium"|"http://dbpedia.org/resource/Thomas_Cook_Airlines_Belgium"|Organisation
117|"company"|"Abelag_Aviation"|"http://dbpedia.org/resource/Abelag_Aviation"|Organisation
118|"company"|"CityBird"|"http://dbpedia.org/resource/CityBird"|Organisation
119|"company"|"Jetairfly"|"http://dbpedia.org/resource/Jetairfly"|Organisation
120|"company"|"Brussels_Airlines"|"http://dbpedia.org/resource/Brussels_Airlines"|Organisation
121|"company"|"Cargo_B_Airlines"|"http://dbpedia.org/resource/Cargo_B_Airlines"|Organisation
122|"company"|"Lloyd_Aéreo_Boliviano"|"http://dbpedia.org/resource/Lloyd_Aéreo_Boliviano"|Organisation
123|"company"|"AeroSur_(Bolivia)"|"http://dbpedia.org/resource/AeroSur_(Bolivia)"|Organisation
124|"company"|"TAM_–_Transporte_Aéreo_Militar"|"http://dbpedia.org/resource/TAM_–_Transporte_Aéreo_Militar"|Organisation
125|"company"|"Amaszonas"|"http://dbpedia.org/resource/Amaszonas"|Organisation
126|"company"|"Aerolíneas_Sudamericanas"|"http://dbpedia.org/resource/Aerolíneas_Sudamericanas"|Organisation
127|"company"|"TAB_–_Transportes_Aéreos_Bolivianos"|"http://dbpedia.org/resource/TAB_–_Transportes_Aéreos_Bolivianos"|Organisation
128|"company"|"Boliviana_de_Aviación"|"http://dbpedia.org/resource/Boliviana_de_Aviación"|Organisation
129|"company"|"Air_Srpska"|"http://dbpedia.org/resource/Air_Srpska"|Organisation
130|"company"|"Arnoro"|"http://dbpedia.org/resource/Arnoro"|Organisation
131|"company"|"B&H_Airlines"|"http://dbpedia.org/resource/B&H_Airlines"|Organisation
132|"company"|"Bosnia_Airlines"|"http://dbpedia.org/resource/Bosnia_Airlines"|Organisation
133|"company"|"Sky_Srpska"|"http://dbpedia.org/resource/Sky_Srpska"|Organisation
134|"company"|"Icar_Air"|"http://dbpedia.org/resource/Icar_Air"|Organisation
135|"company"|"Gol_Transportes_Aéreos"|"http://dbpedia.org/resource/Gol_Transportes_Aéreos"|Organisation
136|"company"|"TAM_Airlines"|"http://dbpedia.org/resource/TAM_Airlines"|Organisation
137|"company"|"VASP"|"http://dbpedia.org/resource/VASP"|Organisation
138|"company"|"Avianca_Brazil"|"http://dbpedia.org/resource/Avianca_Brazil"|Organisation
139|"company"|"Abaeté_Linhas_Aéreas"|"http://dbpedia.org/resource/Abaeté_Linhas_Aéreas"|Organisation
140|"company"|"ABSA_Cargo_Airline"|"http://dbpedia.org/resource/ABSA_Cargo_Airline"|Organisation
141|"company"|"Air_Minas_Linhas_Aéreas"|"http://dbpedia.org/resource/Air_Minas_Linhas_Aéreas"|Organisation
142|"company"|"ATA_Brasil"|"http://dbpedia.org/resource/ATA_Brasil"|Organisation
143|"company"|"Cruiser_Linhas_Aéreas"|"http://dbpedia.org/resource/Cruiser_Linhas_Aéreas"|Organisation
144|"company"|"Fly_Linhas_Aéreas"|"http://dbpedia.org/resource/Fly_Linhas_Aéreas"|Organisation
145|"company"|"Meta_Transportes_Aéreos"|"http://dbpedia.org/resource/Meta_Transportes_Aéreos"|Organisation
146|"company"|"Nordeste_Linhas_Aéreas_Regionais"|"http://dbpedia.org/resource/Nordeste_Linhas_Aéreas_Regionais"|Organisation
147|"company"|"Pantanal_Linhas_Aéreas"|"http://dbpedia.org/resource/Pantanal_Linhas_Aéreas"|Organisation
148|"company"|"PENTA_–_Pena_Transportes_Aéreos"|"http://dbpedia.org/resource/PENTA_–_Pena_Transportes_Aéreos"|Organisation
149|"company"|"Puma_Air"|"http://dbpedia.org/resource/Puma_Air"|Organisation
150|"company"|"Rico_Linhas_Aéreas"|"http://dbpedia.org/resource/Rico_Linhas_Aéreas"|Organisation
151|"company"|"Rio_Sul_Serviços_Aéreos_Regionais"|"http://dbpedia.org/resource/Rio_Sul_Serviços_Aéreos_Regionais"|Organisation
152|"company"|"Skymaster_Airlines"|"http://dbpedia.org/resource/Skymaster_Airlines"|Organisation
153|"company"|"TAF_Linhas_Aéreas"|"http://dbpedia.org/resource/TAF_Linhas_Aéreas"|Organisation
154|"company"|"Total_Linhas_Aéreas"|"http://dbpedia.org/resource/Total_Linhas_Aéreas"|Organisation
155|"company"|"Varig_Logística"|"http://dbpedia.org/resource/Varig_Logística"|Organisation
156|"company"|"BRA_Transportes_Aéreos"|"http://dbpedia.org/resource/BRA_Transportes_Aéreos"|Organisation
157|"company"|"Gensa"|"http://dbpedia.org/resource/Gensa"|Organisation
158|"company"|"TEAM_Linhas_Aéreas"|"http://dbpedia.org/resource/TEAM_Linhas_Aéreas"|Organisation
159|"company"|"NHT_Linhas_Aéreas"|"http://dbpedia.org/resource/NHT_Linhas_Aéreas"|Organisation
160|"company"|"WebJet_Linhas_Aéreas"|"http://dbpedia.org/resource/WebJet_Linhas_Aéreas"|Organisation
161|"company"|"Passaredo_Linhas_Aéreas"|"http://dbpedia.org/resource/Passaredo_Linhas_Aéreas"|Organisation
162|"company"|"Serviços_Aéreos_Cruzeiro_do_Sul"|"http://dbpedia.org/resource/Serviços_Aéreos_Cruzeiro_do_Sul"|Organisation
163|"company"|"Azul_Brazilian_Airlines"|"http://dbpedia.org/resource/Azul_Brazilian_Airlines"|Organisation
164|"company"|"Flex_Linhas_Aéreas"|"http://dbpedia.org/resource/Flex_Linhas_Aéreas"|Organisation
165|"company"|"Master_Top_Airlines"|"http://dbpedia.org/resource/Master_Top_Airlines"|Organisation
166|"company"|"Real_Transportes_Aéreos"|"http://dbpedia.org/resource/Real_Transportes_Aéreos"|Organisation
167|"company"|"ETA_–_Empresa_de_Transporte_Aéreo"|"http://dbpedia.org/resource/ETA_–_Empresa_de_Transporte_Aéreo"|Organisation
168|"company"|"Paraense_Transportes_Aéreos"|"http://dbpedia.org/resource/Paraense_Transportes_Aéreos"|Organisation
169|"company"|"Aerovias_Brasil"|"http://dbpedia.org/resource/Aerovias_Brasil"|Organisation
170|"company"|"Transportes_Aéreos_Nacional"|"http://dbpedia.org/resource/Transportes_Aéreos_Nacional"|Organisation
171|"company"|"SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha"|"http://dbpedia.org/resource/SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha"|Organisation
172|"company"|"TAC_–_Transportes_Aéreos_Catarinense"|"http://dbpedia.org/resource/TAC_–_Transportes_Aéreos_Catarinense"|Organisation
173|"company"|"SETE_Linhas_Aéreas"|"http://dbpedia.org/resource/SETE_Linhas_Aéreas"|Organisation
174|"company"|"Sol_Linhas_Aéreas"|"http://dbpedia.org/resource/Sol_Linhas_Aéreas"|Organisation
175|"company"|"Whitejets"|"http://dbpedia.org/resource/Whitejets"|Organisation
176|"company"|"Aeronorte"|"http://dbpedia.org/resource/Aeronorte"|Organisation
177|"company"|"VASD_–_Viação_Aérea_Santos_Dumont"|"http://dbpedia.org/resource/VASD_–_Viação_Aérea_Santos_Dumont"|Organisation
178|"company"|"Noar_Linhas_Aéreas"|"http://dbpedia.org/resource/Noar_Linhas_Aéreas"|Organisation
179|"company"|"TABA_–_Transportes_Aéreos_da_Bacia_Amazônica"|"http://dbpedia.org/resource/TABA_–_Transportes_Aéreos_da_Bacia_Amazônica"|Organisation
180|"company"|"Air_Vias"|"http://dbpedia.org/resource/Air_Vias"|Organisation
181|"company"|"Aerolloyd_Iguassu"|"http://dbpedia.org/resource/Aerolloyd_Iguassu"|Organisation
182|"company"|"TAM_–_Táxi_Aéreo_Marília"|"http://dbpedia.org/resource/TAM_–_Táxi_Aéreo_Marília"|Organisation
183|"company"|"Linhas_Aéreas_Natal"|"http://dbpedia.org/resource/Linhas_Aéreas_Natal"|Organisation
184|"company"|"Companhia_Itaú_de_Transportes_Aéreos"|"http://dbpedia.org/resource/Companhia_Itaú_de_Transportes_Aéreos"|Organisation
185|"company"|"Platinum_Air_Linhas_Aéreas"|"http://dbpedia.org/resource/Platinum_Air_Linhas_Aéreas"|Organisation
186|"company"|"Balkan_Bulgarian_Airlines"|"http://dbpedia.org/resource/Balkan_Bulgarian_Airlines"|Organisation
187|"company"|"Hemus_Air"|"http://dbpedia.org/resource/Hemus_Air"|Organisation
188|"company"|"Bulgaria_Air"|"http://dbpedia.org/resource/Bulgaria_Air"|Organisation
189|"company"|"Viaggio_Air"|"http://dbpedia.org/resource/Viaggio_Air"|Organisation
190|"company"|"Bulgarian_Air_Charter"|"http://dbpedia.org/resource/Bulgarian_Air_Charter"|Organisation
191|"company"|"BH_Air"|"http://dbpedia.org/resource/BH_Air"|Organisation
192|"company"|"Wizz_Air_Bulgaria"|"http://dbpedia.org/resource/Wizz_Air_Bulgaria"|Organisation
193|"company"|"Heli_Air"|"http://dbpedia.org/resource/Heli_Air"|Organisation
194|"company"|"Cargoair"|"http://dbpedia.org/resource/Cargoair"|Organisation
195|"company"|"President_Airlines"|"http://dbpedia.org/resource/President_Airlines"|Organisation
196|"company"|"Cambodia_Airlines"|"http://dbpedia.org/resource/Cambodia_Airlines"|Organisation
197|"company"|"Royal_Phnom_Penh_Airways"|"http://dbpedia.org/resource/Royal_Phnom_Penh_Airways"|Organisation
198|"company"|"Siem_Reap_Airways_International"|"http://dbpedia.org/resource/Siem_Reap_Airways_International"|Organisation
199|"company"|"Angkor_Airways"|"http://dbpedia.org/resource/Angkor_Airways"|Organisation
200|"company"|"Royal_Khmer_Airlines"|"http://dbpedia.org/resource/Royal_Khmer_Airlines"|Organisation
201|"company"|"PMTair"|"http://dbpedia.org/resource/PMTair"|Organisation
202|"company"|"Kampuchea_Airlines"|"http://dbpedia.org/resource/Kampuchea_Airlines"|Organisation
203|"company"|"Air_Dream"|"http://dbpedia.org/resource/Air_Dream"|Organisation
204|"company"|"Cambodia_Angkor_Air"|"http://dbpedia.org/resource/Cambodia_Angkor_Air"|Organisation
205|"company"|"Cameroon_Airlines"|"http://dbpedia.org/resource/Cameroon_Airlines"|Organisation
206|"company"|"National_Airways_Cameroon"|"http://dbpedia.org/resource/National_Airways_Cameroon"|Organisation
207|"company"|"Elysian_Airlines"|"http://dbpedia.org/resource/Elysian_Airlines"|Organisation
208|"company"|"Air_Leasing_Cameroon"|"http://dbpedia.org/resource/Air_Leasing_Cameroon"|Organisation
209|"company"|"Section_Liaison_Air_Yaoundé"|"http://dbpedia.org/resource/Section_Liaison_Air_Yaoundé"|Organisation
210|"company"|"Air_Canada"|"http://dbpedia.org/resource/Air_Canada"|Organisation
211|"company"|"WestJet"|"http://dbpedia.org/resource/WestJet"|Organisation
212|"company"|"Air_Ontario"|"http://dbpedia.org/resource/Air_Ontario"|Organisation
213|"company"|"Nolinor_Aviation"|"http://dbpedia.org/resource/Nolinor_Aviation"|Organisation
214|"company"|"Regional_1"|"http://dbpedia.org/resource/Regional_1"|Organisation
215|"company"|"Buffalo_Airways"|"http://dbpedia.org/resource/Buffalo_Airways"|Organisation
216|"company"|"Bar_XH_Air"|"http://dbpedia.org/resource/Bar_XH_Air"|Organisation
217|"company"|"Alta_Flights"|"http://dbpedia.org/resource/Alta_Flights"|Organisation
218|"company"|"AllCanada_Express"|"http://dbpedia.org/resource/AllCanada_Express"|Organisation
219|"company"|"Alberta_Citylink"|"http://dbpedia.org/resource/Alberta_Citylink"|Organisation
220|"company"|"Air_Satellite"|"http://dbpedia.org/resource/Air_Satellite"|Organisation
221|"company"|"Kelowna_Flightcraft_Air_Charter"|"http://dbpedia.org/resource/Kelowna_Flightcraft_Air_Charter"|Organisation
222|"company"|"Calm_Air"|"http://dbpedia.org/resource/Calm_Air"|Organisation
223|"company"|"Cargojet_Airways"|"http://dbpedia.org/resource/Cargojet_Airways"|Organisation
224|"company"|"SkyLink_Aviation"|"http://dbpedia.org/resource/SkyLink_Aviation"|Organisation
225|"company"|"KD_Air"|"http://dbpedia.org/resource/KD_Air"|Organisation
226|"company"|"Cougar_Helicopters"|"http://dbpedia.org/resource/Cougar_Helicopters"|Organisation
227|"company"|"Sunwest_Aviation"|"http://dbpedia.org/resource/Sunwest_Aviation"|Organisation
228|"company"|"Summit_Air"|"http://dbpedia.org/resource/Summit_Air"|Organisation
229|"company"|"Perimeter_Aviation"|"http://dbpedia.org/resource/Perimeter_Aviation"|Organisation
230|"company"|"Skyxpress_Airline"|"http://dbpedia.org/resource/Skyxpress_Airline"|Organisation
231|"company"|"Kivalliq_Air"|"http://dbpedia.org/resource/Kivalliq_Air"|Organisation
232|"company"|"Alkan_Air"|"http://dbpedia.org/resource/Alkan_Air"|Organisation
233|"company"|"Air_Southwest_(Canada)"|"http://dbpedia.org/resource/Air_Southwest_(Canada)"|Organisation
234|"company"|"Morningstar_Air_Express"|"http://dbpedia.org/resource/Morningstar_Air_Express"|Organisation
235|"company"|"Val_Air"|"http://dbpedia.org/resource/Val_Air"|Organisation
236|"company"|"Canadian_Helicopters"|"http://dbpedia.org/resource/Canadian_Helicopters"|Organisation
237|"company"|"Corporate_Express_(airline)"|"http://dbpedia.org/resource/Corporate_Express_(airline)"|Organisation
238|"company"|"Brock_Air_Services"|"http://dbpedia.org/resource/Brock_Air_Services"|Organisation
239|"company"|"NAC_Air"|"http://dbpedia.org/resource/NAC_Air"|Organisation
240|"company"|"North_Cariboo_Air"|"http://dbpedia.org/resource/North_Cariboo_Air"|Organisation
241|"company"|"Aeropro"|"http://dbpedia.org/resource/Aeropro"|Organisation
242|"company"|"Pascan_Aviation"|"http://dbpedia.org/resource/Pascan_Aviation"|Organisation
243|"company"|"Arctic_Sunwest_Charters"|"http://dbpedia.org/resource/Arctic_Sunwest_Charters"|Organisation
244|"company"|"Northern_Thunderbird_Air"|"http://dbpedia.org/resource/Northern_Thunderbird_Air"|Organisation
245|"company"|"Flair_Airlines"|"http://dbpedia.org/resource/Flair_Airlines"|Organisation
246|"company"|"Wolverine_Air"|"http://dbpedia.org/resource/Wolverine_Air"|Organisation
247|"company"|"Enerjet"|"http://dbpedia.org/resource/Enerjet"|Organisation
248|"company"|"Propair"|"http://dbpedia.org/resource/Propair"|Organisation
249|"company"|"Air_Afrique_Horizon"|"http://dbpedia.org/resource/Air_Afrique_Horizon"|Organisation
250|"company"|"Toumaï_Air_Tchad"|"http://dbpedia.org/resource/Toumaï_Air_Tchad"|Organisation
251|"company"|"Mid_Express_Tchad"|"http://dbpedia.org/resource/Mid_Express_Tchad"|Organisation
252|"company"|"LAN_Airlines"|"http://dbpedia.org/resource/LAN_Airlines"|Organisation
253|"company"|"Aerovías_DAP"|"http://dbpedia.org/resource/Aerovías_DAP"|Organisation
254|"company"|"Alpine_Air_Express_Chile"|"http://dbpedia.org/resource/Alpine_Air_Express_Chile"|Organisation
255|"company"|"Sky_Airline"|"http://dbpedia.org/resource/Sky_Airline"|Organisation
256|"company"|"Aerocardal"|"http://dbpedia.org/resource/Aerocardal"|Organisation
257|"company"|"Air_Comet_Chile"|"http://dbpedia.org/resource/Air_Comet_Chile"|Organisation
258|"company"|"LAN_Express"|"http://dbpedia.org/resource/LAN_Express"|Organisation
259|"company"|"DAP_Helicópteros"|"http://dbpedia.org/resource/DAP_Helicópteros"|Organisation
260|"company"|"PAL_Airlines"|"http://dbpedia.org/resource/PAL_Airlines"|Organisation
261|"company"|"SAM_Colombia"|"http://dbpedia.org/resource/SAM_Colombia"|Organisation
262|"company"|"ACES_Colombia"|"http://dbpedia.org/resource/ACES_Colombia"|Organisation
263|"company"|"SCADTA"|"http://dbpedia.org/resource/SCADTA"|Organisation
264|"company"|"Tampa_Cargo"|"http://dbpedia.org/resource/Tampa_Cargo"|Organisation
265|"company"|"AeroSucre"|"http://dbpedia.org/resource/AeroSucre"|Organisation
266|"company"|"AeroTACA"|"http://dbpedia.org/resource/AeroTACA"|Organisation
267|"company"|"Intercontinental_de_Aviación"|"http://dbpedia.org/resource/Intercontinental_de_Aviación"|Organisation
268|"company"|"SATENA"|"http://dbpedia.org/resource/SATENA"|Organisation
269|"company"|"West_Caribbean_Airways"|"http://dbpedia.org/resource/West_Caribbean_Airways"|Organisation
270|"company"|"Helicol"|"http://dbpedia.org/resource/Helicol"|Organisation
271|"company"|"AIRES"|"http://dbpedia.org/resource/AIRES"|Organisation
272|"company"|"Avianca_Cargo"|"http://dbpedia.org/resource/Avianca_Cargo"|Organisation
273|"company"|"SACO_(Colombia)"|"http://dbpedia.org/resource/SACO_(Colombia)"|Organisation
274|"company"|"AeroCóndor"|"http://dbpedia.org/resource/AeroCóndor"|Organisation
