id:ID(COMPANY_ID)|name:string|url:string|:LABEL
44|Aeropelican_Air_Services|http://dbpedia.org/resource/Aeropelican_Air_Services|Company
45|Aero-Tropics_Air_Services|http://dbpedia.org/resource/Aero-Tropics_Air_Services|Company
46|Emu_Airways|http://dbpedia.org/resource/Emu_Airways|Company
47|Cobham_Aviation_Services_Australia|http://dbpedia.org/resource/Cobham_Aviation_Services_Australia|Company
48|Rossair_(Australia)|http://dbpedia.org/resource/Rossair_(Australia)|Company
49|Airlines_of_Tasmania|http://dbpedia.org/resource/Airlines_of_Tasmania|Company
50|Tasman_Cargo_Airlines|http://dbpedia.org/resource/Tasman_Cargo_Airlines|Company
51|Australian_air_Express|http://dbpedia.org/resource/Australian_air_Express|Company
52|Toll_Aviation|http://dbpedia.org/resource/Toll_Aviation|Company
53|Skippers_Aviation|http://dbpedia.org/resource/Skippers_Aviation|Company
54|Skytrans_Airlines|http://dbpedia.org/resource/Skytrans_Airlines|Company
55|East-West_Airlines_(Australia)|http://dbpedia.org/resource/East-West_Airlines_(Australia)|Company
56|Regional_Express_Airlines|http://dbpedia.org/resource/Regional_Express_Airlines|Company
57|QantasLink|http://dbpedia.org/resource/QantasLink|Company
58|Flight_West_Airlines|http://dbpedia.org/resource/Flight_West_Airlines|Company
59|Brindabella_Airlines|http://dbpedia.org/resource/Brindabella_Airlines|Company
60|Tasair|http://dbpedia.org/resource/Tasair|Company
61|OzJet|http://dbpedia.org/resource/OzJet|Company
62|Eastern_Australia_Airlines|http://dbpedia.org/resource/Eastern_Australia_Airlines|Company
63|Eco_Airlines|http://dbpedia.org/resource/Eco_Airlines|Company
64|Sunstate_Airlines|http://dbpedia.org/resource/Sunstate_Airlines|Company
65|HeavyLift_Cargo_Airlines|http://dbpedia.org/resource/HeavyLift_Cargo_Airlines|Company
66|Palm_Beach_Seaplanes|http://dbpedia.org/resource/Palm_Beach_Seaplanes|Company
67|SkyAirWorld|http://dbpedia.org/resource/SkyAirWorld|Company
68|Pacific_Air_Express|http://dbpedia.org/resource/Pacific_Air_Express|Company
69|RMA_Gold_Airways|http://dbpedia.org/resource/RMA_Gold_Airways|Company
70|Tiger_Airways_Australia|http://dbpedia.org/resource/Tiger_Airways_Australia|Company
71|Express_Freighters_Australia|http://dbpedia.org/resource/Express_Freighters_Australia|Company
72|V_Australia|http://dbpedia.org/resource/V_Australia|Company
73|Skytraders|http://dbpedia.org/resource/Skytraders|Company
74|Airtex_Aviation|http://dbpedia.org/resource/Airtex_Aviation|Company
75|Sharp_Airlines|http://dbpedia.org/resource/Sharp_Airlines|Company
76|Toll_Priority|http://dbpedia.org/resource/Toll_Priority|Company
77|AlphaJet_Airlines|http://dbpedia.org/resource/AlphaJet_Airlines|Company
78|Strategic_Airlines|http://dbpedia.org/resource/Strategic_Airlines|Company
79|Lauda_Air|http://dbpedia.org/resource/Lauda_Air|Company
80|Tyrolean_Airways|http://dbpedia.org/resource/Tyrolean_Airways|Company
81|Niki_(airline)|http://dbpedia.org/resource/Niki_(airline)|Company
82|Air_Alps|http://dbpedia.org/resource/Air_Alps|Company
83|Welcome_Air|http://dbpedia.org/resource/Welcome_Air|Company
84|Amerer_Air|http://dbpedia.org/resource/Amerer_Air|Company
85|InterSky|http://dbpedia.org/resource/InterSky|Company
86|LTU_Austria|http://dbpedia.org/resource/LTU_Austria|Company
87|Styrian_Spirit|http://dbpedia.org/resource/Styrian_Spirit|Company
88|Teamline_Air|http://dbpedia.org/resource/Teamline_Air|Company
89|Slovenian_Spirit|http://dbpedia.org/resource/Slovenian_Spirit|Company
90|Fairline|http://dbpedia.org/resource/Fairline|Company
91|Austrian_Airlines|http://dbpedia.org/resource/Austrian_Airlines|Company
92|Jetalliance|http://dbpedia.org/resource/Jetalliance|Company
93|Tyrolean_Jet_Services|http://dbpedia.org/resource/Tyrolean_Jet_Services|Company
94|Air_Sylhet|http://dbpedia.org/resource/Air_Sylhet|Company
95|Robin_Hood_Aviation|http://dbpedia.org/resource/Robin_Hood_Aviation|Company
96|MAP_Jet|http://dbpedia.org/resource/MAP_Jet|Company
97|Montana_Austria|http://dbpedia.org/resource/Montana_Austria|Company
98|Austrojet|http://dbpedia.org/resource/Austrojet|Company
99|Mali_Air|http://dbpedia.org/resource/Mali_Air|Company
100|Azerbaijan_Airlines|http://dbpedia.org/resource/Azerbaijan_Airlines|Company
101|Turan_Air|http://dbpedia.org/resource/Turan_Air|Company
102|Silk_Way_Airlines|http://dbpedia.org/resource/Silk_Way_Airlines|Company
103|Azal_Avia_Cargo|http://dbpedia.org/resource/Azal_Avia_Cargo|Company
104|Imair_Airlines|http://dbpedia.org/resource/Imair_Airlines|Company
105|SW_Business_Aviation|http://dbpedia.org/resource/SW_Business_Aviation|Company
106|Belavia|http://dbpedia.org/resource/Belavia|Company
107|Gomelavia|http://dbpedia.org/resource/Gomelavia|Company
108|TransAVIAexport_Airlines|http://dbpedia.org/resource/TransAVIAexport_Airlines|Company
109|Genex|http://dbpedia.org/resource/Genex|Company
110|Sabena|http://dbpedia.org/resource/Sabena|Company
111|SN_Brussels_Airlines|http://dbpedia.org/resource/SN_Brussels_Airlines|Company
112|Virgin_Express|http://dbpedia.org/resource/Virgin_Express|Company
113|VLM_Airlines|http://dbpedia.org/resource/VLM_Airlines|Company
114|TNT_Airways|http://dbpedia.org/resource/TNT_Airways|Company
115|European_Air_Transport|http://dbpedia.org/resource/European_Air_Transport|Company
116|Thomas_Cook_Airlines_Belgium|http://dbpedia.org/resource/Thomas_Cook_Airlines_Belgium|Company
117|Abelag_Aviation|http://dbpedia.org/resource/Abelag_Aviation|Company
118|CityBird|http://dbpedia.org/resource/CityBird|Company
119|Jetairfly|http://dbpedia.org/resource/Jetairfly|Company
120|Brussels_Airlines|http://dbpedia.org/resource/Brussels_Airlines|Company
121|Cargo_B_Airlines|http://dbpedia.org/resource/Cargo_B_Airlines|Company
122|Lloyd_Aéreo_Boliviano|http://dbpedia.org/resource/Lloyd_Aéreo_Boliviano|Company
123|AeroSur_(Bolivia)|http://dbpedia.org/resource/AeroSur_(Bolivia)|Company
124|TAM_–_Transporte_Aéreo_Militar|http://dbpedia.org/resource/TAM_–_Transporte_Aéreo_Militar|Company
125|Amaszonas|http://dbpedia.org/resource/Amaszonas|Company
126|Aerolíneas_Sudamericanas|http://dbpedia.org/resource/Aerolíneas_Sudamericanas|Company
127|TAB_–_Transportes_Aéreos_Bolivianos|http://dbpedia.org/resource/TAB_–_Transportes_Aéreos_Bolivianos|Company
128|Boliviana_de_Aviación|http://dbpedia.org/resource/Boliviana_de_Aviación|Company
129|Air_Srpska|http://dbpedia.org/resource/Air_Srpska|Company
130|Arnoro|http://dbpedia.org/resource/Arnoro|Company
131|B&H_Airlines|http://dbpedia.org/resource/B&H_Airlines|Company
132|Bosnia_Airlines|http://dbpedia.org/resource/Bosnia_Airlines|Company
133|Sky_Srpska|http://dbpedia.org/resource/Sky_Srpska|Company
134|Icar_Air|http://dbpedia.org/resource/Icar_Air|Company
135|Gol_Transportes_Aéreos|http://dbpedia.org/resource/Gol_Transportes_Aéreos|Company
136|TAM_Airlines|http://dbpedia.org/resource/TAM_Airlines|Company
137|VASP|http://dbpedia.org/resource/VASP|Company
138|Avianca_Brazil|http://dbpedia.org/resource/Avianca_Brazil|Company
139|Abaeté_Linhas_Aéreas|http://dbpedia.org/resource/Abaeté_Linhas_Aéreas|Company
140|ABSA_Cargo_Airline|http://dbpedia.org/resource/ABSA_Cargo_Airline|Company
141|Air_Minas_Linhas_Aéreas|http://dbpedia.org/resource/Air_Minas_Linhas_Aéreas|Company
142|ATA_Brasil|http://dbpedia.org/resource/ATA_Brasil|Company
143|Cruiser_Linhas_Aéreas|http://dbpedia.org/resource/Cruiser_Linhas_Aéreas|Company
144|Fly_Linhas_Aéreas|http://dbpedia.org/resource/Fly_Linhas_Aéreas|Company
145|Meta_Transportes_Aéreos|http://dbpedia.org/resource/Meta_Transportes_Aéreos|Company
146|Nordeste_Linhas_Aéreas_Regionais|http://dbpedia.org/resource/Nordeste_Linhas_Aéreas_Regionais|Company
147|Pantanal_Linhas_Aéreas|http://dbpedia.org/resource/Pantanal_Linhas_Aéreas|Company
148|PENTA_–_Pena_Transportes_Aéreos|http://dbpedia.org/resource/PENTA_–_Pena_Transportes_Aéreos|Company
149|Puma_Air|http://dbpedia.org/resource/Puma_Air|Company
150|Rico_Linhas_Aéreas|http://dbpedia.org/resource/Rico_Linhas_Aéreas|Company
151|Rio_Sul_Serviços_Aéreos_Regionais|http://dbpedia.org/resource/Rio_Sul_Serviços_Aéreos_Regionais|Company
152|Skymaster_Airlines|http://dbpedia.org/resource/Skymaster_Airlines|Company
153|TAF_Linhas_Aéreas|http://dbpedia.org/resource/TAF_Linhas_Aéreas|Company
154|Total_Linhas_Aéreas|http://dbpedia.org/resource/Total_Linhas_Aéreas|Company
155|Varig_Logística|http://dbpedia.org/resource/Varig_Logística|Company
156|BRA_Transportes_Aéreos|http://dbpedia.org/resource/BRA_Transportes_Aéreos|Company
157|Gensa|http://dbpedia.org/resource/Gensa|Company
158|TEAM_Linhas_Aéreas|http://dbpedia.org/resource/TEAM_Linhas_Aéreas|Company
159|NHT_Linhas_Aéreas|http://dbpedia.org/resource/NHT_Linhas_Aéreas|Company
160|WebJet_Linhas_Aéreas|http://dbpedia.org/resource/WebJet_Linhas_Aéreas|Company
161|Passaredo_Linhas_Aéreas|http://dbpedia.org/resource/Passaredo_Linhas_Aéreas|Company
162|Serviços_Aéreos_Cruzeiro_do_Sul|http://dbpedia.org/resource/Serviços_Aéreos_Cruzeiro_do_Sul|Company
163|Azul_Brazilian_Airlines|http://dbpedia.org/resource/Azul_Brazilian_Airlines|Company
164|Flex_Linhas_Aéreas|http://dbpedia.org/resource/Flex_Linhas_Aéreas|Company
165|Master_Top_Airlines|http://dbpedia.org/resource/Master_Top_Airlines|Company
166|Real_Transportes_Aéreos|http://dbpedia.org/resource/Real_Transportes_Aéreos|Company
167|ETA_–_Empresa_de_Transporte_Aéreo|http://dbpedia.org/resource/ETA_–_Empresa_de_Transporte_Aéreo|Company
168|Paraense_Transportes_Aéreos|http://dbpedia.org/resource/Paraense_Transportes_Aéreos|Company
169|Aerovias_Brasil|http://dbpedia.org/resource/Aerovias_Brasil|Company
170|Transportes_Aéreos_Nacional|http://dbpedia.org/resource/Transportes_Aéreos_Nacional|Company
171|SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha|http://dbpedia.org/resource/SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha|Company
172|TAC_–_Transportes_Aéreos_Catarinense|http://dbpedia.org/resource/TAC_–_Transportes_Aéreos_Catarinense|Company
173|SETE_Linhas_Aéreas|http://dbpedia.org/resource/SETE_Linhas_Aéreas|Company
174|Sol_Linhas_Aéreas|http://dbpedia.org/resource/Sol_Linhas_Aéreas|Company
175|Whitejets|http://dbpedia.org/resource/Whitejets|Company
176|Aeronorte|http://dbpedia.org/resource/Aeronorte|Company
177|VASD_–_Viação_Aérea_Santos_Dumont|http://dbpedia.org/resource/VASD_–_Viação_Aérea_Santos_Dumont|Company
178|Noar_Linhas_Aéreas|http://dbpedia.org/resource/Noar_Linhas_Aéreas|Company
179|TABA_–_Transportes_Aéreos_da_Bacia_Amazônica|http://dbpedia.org/resource/TABA_–_Transportes_Aéreos_da_Bacia_Amazônica|Company
180|Air_Vias|http://dbpedia.org/resource/Air_Vias|Company
181|Aerolloyd_Iguassu|http://dbpedia.org/resource/Aerolloyd_Iguassu|Company
182|TAM_–_Táxi_Aéreo_Marília|http://dbpedia.org/resource/TAM_–_Táxi_Aéreo_Marília|Company
183|Linhas_Aéreas_Natal|http://dbpedia.org/resource/Linhas_Aéreas_Natal|Company
184|Companhia_Itaú_de_Transportes_Aéreos|http://dbpedia.org/resource/Companhia_Itaú_de_Transportes_Aéreos|Company
185|Platinum_Air_Linhas_Aéreas|http://dbpedia.org/resource/Platinum_Air_Linhas_Aéreas|Company
186|Balkan_Bulgarian_Airlines|http://dbpedia.org/resource/Balkan_Bulgarian_Airlines|Company
187|Hemus_Air|http://dbpedia.org/resource/Hemus_Air|Company
188|Bulgaria_Air|http://dbpedia.org/resource/Bulgaria_Air|Company
189|Viaggio_Air|http://dbpedia.org/resource/Viaggio_Air|Company
190|Bulgarian_Air_Charter|http://dbpedia.org/resource/Bulgarian_Air_Charter|Company
191|BH_Air|http://dbpedia.org/resource/BH_Air|Company
192|Wizz_Air_Bulgaria|http://dbpedia.org/resource/Wizz_Air_Bulgaria|Company
193|Heli_Air|http://dbpedia.org/resource/Heli_Air|Company
194|Cargoair|http://dbpedia.org/resource/Cargoair|Company
195|President_Airlines|http://dbpedia.org/resource/President_Airlines|Company
196|Cambodia_Airlines|http://dbpedia.org/resource/Cambodia_Airlines|Company
197|Royal_Phnom_Penh_Airways|http://dbpedia.org/resource/Royal_Phnom_Penh_Airways|Company
198|Siem_Reap_Airways_International|http://dbpedia.org/resource/Siem_Reap_Airways_International|Company
199|Angkor_Airways|http://dbpedia.org/resource/Angkor_Airways|Company
200|Royal_Khmer_Airlines|http://dbpedia.org/resource/Royal_Khmer_Airlines|Company
201|PMTair|http://dbpedia.org/resource/PMTair|Company
202|Kampuchea_Airlines|http://dbpedia.org/resource/Kampuchea_Airlines|Company
203|Air_Dream|http://dbpedia.org/resource/Air_Dream|Company
204|Cambodia_Angkor_Air|http://dbpedia.org/resource/Cambodia_Angkor_Air|Company
205|Cameroon_Airlines|http://dbpedia.org/resource/Cameroon_Airlines|Company
206|National_Airways_Cameroon|http://dbpedia.org/resource/National_Airways_Cameroon|Company
207|Elysian_Airlines|http://dbpedia.org/resource/Elysian_Airlines|Company
208|Air_Leasing_Cameroon|http://dbpedia.org/resource/Air_Leasing_Cameroon|Company
209|Section_Liaison_Air_Yaoundé|http://dbpedia.org/resource/Section_Liaison_Air_Yaoundé|Company
210|Air_Canada|http://dbpedia.org/resource/Air_Canada|Company
211|WestJet|http://dbpedia.org/resource/WestJet|Company
212|Air_Ontario|http://dbpedia.org/resource/Air_Ontario|Company
213|Nolinor_Aviation|http://dbpedia.org/resource/Nolinor_Aviation|Company
214|Regional_1|http://dbpedia.org/resource/Regional_1|Company
215|Buffalo_Airways|http://dbpedia.org/resource/Buffalo_Airways|Company
216|Bar_XH_Air|http://dbpedia.org/resource/Bar_XH_Air|Company
217|Alta_Flights|http://dbpedia.org/resource/Alta_Flights|Company
218|AllCanada_Express|http://dbpedia.org/resource/AllCanada_Express|Company
219|Alberta_Citylink|http://dbpedia.org/resource/Alberta_Citylink|Company
220|Air_Satellite|http://dbpedia.org/resource/Air_Satellite|Company
221|Kelowna_Flightcraft_Air_Charter|http://dbpedia.org/resource/Kelowna_Flightcraft_Air_Charter|Company
222|Calm_Air|http://dbpedia.org/resource/Calm_Air|Company
223|Cargojet_Airways|http://dbpedia.org/resource/Cargojet_Airways|Company
224|SkyLink_Aviation|http://dbpedia.org/resource/SkyLink_Aviation|Company
225|KD_Air|http://dbpedia.org/resource/KD_Air|Company
226|Cougar_Helicopters|http://dbpedia.org/resource/Cougar_Helicopters|Company
227|Sunwest_Aviation|http://dbpedia.org/resource/Sunwest_Aviation|Company
228|Summit_Air|http://dbpedia.org/resource/Summit_Air|Company
229|Perimeter_Aviation|http://dbpedia.org/resource/Perimeter_Aviation|Company
230|Skyxpress_Airline|http://dbpedia.org/resource/Skyxpress_Airline|Company
231|Kivalliq_Air|http://dbpedia.org/resource/Kivalliq_Air|Company
232|Alkan_Air|http://dbpedia.org/resource/Alkan_Air|Company
233|Air_Southwest_(Canada)|http://dbpedia.org/resource/Air_Southwest_(Canada)|Company
234|Morningstar_Air_Express|http://dbpedia.org/resource/Morningstar_Air_Express|Company
235|Val_Air|http://dbpedia.org/resource/Val_Air|Company
236|Canadian_Helicopters|http://dbpedia.org/resource/Canadian_Helicopters|Company
237|Corporate_Express_(airline)|http://dbpedia.org/resource/Corporate_Express_(airline)|Company
238|Brock_Air_Services|http://dbpedia.org/resource/Brock_Air_Services|Company
239|NAC_Air|http://dbpedia.org/resource/NAC_Air|Company
240|North_Cariboo_Air|http://dbpedia.org/resource/North_Cariboo_Air|Company
241|Aeropro|http://dbpedia.org/resource/Aeropro|Company
242|Pascan_Aviation|http://dbpedia.org/resource/Pascan_Aviation|Company
243|Arctic_Sunwest_Charters|http://dbpedia.org/resource/Arctic_Sunwest_Charters|Company
244|Northern_Thunderbird_Air|http://dbpedia.org/resource/Northern_Thunderbird_Air|Company
245|Flair_Airlines|http://dbpedia.org/resource/Flair_Airlines|Company
246|Wolverine_Air|http://dbpedia.org/resource/Wolverine_Air|Company
247|Enerjet|http://dbpedia.org/resource/Enerjet|Company
248|Propair|http://dbpedia.org/resource/Propair|Company
249|Air_Afrique_Horizon|http://dbpedia.org/resource/Air_Afrique_Horizon|Company
250|Toumaï_Air_Tchad|http://dbpedia.org/resource/Toumaï_Air_Tchad|Company
251|Mid_Express_Tchad|http://dbpedia.org/resource/Mid_Express_Tchad|Company
252|LAN_Airlines|http://dbpedia.org/resource/LAN_Airlines|Company
253|Aerovías_DAP|http://dbpedia.org/resource/Aerovías_DAP|Company
254|Alpine_Air_Express_Chile|http://dbpedia.org/resource/Alpine_Air_Express_Chile|Company
255|Sky_Airline|http://dbpedia.org/resource/Sky_Airline|Company
256|Aerocardal|http://dbpedia.org/resource/Aerocardal|Company
257|Air_Comet_Chile|http://dbpedia.org/resource/Air_Comet_Chile|Company
258|LAN_Express|http://dbpedia.org/resource/LAN_Express|Company
259|DAP_Helicópteros|http://dbpedia.org/resource/DAP_Helicópteros|Company
260|PAL_Airlines|http://dbpedia.org/resource/PAL_Airlines|Company
261|SAM_Colombia|http://dbpedia.org/resource/SAM_Colombia|Company
262|ACES_Colombia|http://dbpedia.org/resource/ACES_Colombia|Company
263|SCADTA|http://dbpedia.org/resource/SCADTA|Company
264|Tampa_Cargo|http://dbpedia.org/resource/Tampa_Cargo|Company
265|AeroSucre|http://dbpedia.org/resource/AeroSucre|Company
266|AeroTACA|http://dbpedia.org/resource/AeroTACA|Company
267|Intercontinental_de_Aviación|http://dbpedia.org/resource/Intercontinental_de_Aviación|Company
268|SATENA|http://dbpedia.org/resource/SATENA|Company
269|West_Caribbean_Airways|http://dbpedia.org/resource/West_Caribbean_Airways|Company
270|Helicol|http://dbpedia.org/resource/Helicol|Company
271|AIRES|http://dbpedia.org/resource/AIRES|Company
272|Avianca_Cargo|http://dbpedia.org/resource/Avianca_Cargo|Company
273|SACO_(Colombia)|http://dbpedia.org/resource/SACO_(Colombia)|Company
274|AeroCóndor|http://dbpedia.org/resource/AeroCóndor|Company
275|Líneas_Aéreas_Suramericanas|http://dbpedia.org/resource/Líneas_Aéreas_Suramericanas|Company
276|Aerolínea_de_Antioquia|http://dbpedia.org/resource/Aerolínea_de_Antioquia|Company
277|APSA_Colombia|http://dbpedia.org/resource/APSA_Colombia|Company
278|Aexpa|http://dbpedia.org/resource/Aexpa|Company
279|Vertical_de_Aviación|http://dbpedia.org/resource/Vertical_de_Aviación|Company
280|SARPA|http://dbpedia.org/resource/SARPA|Company
281|Helicargo|http://dbpedia.org/resource/Helicargo|Company
282|Central_Charter_de_Colombia|http://dbpedia.org/resource/Central_Charter_de_Colombia|Company
283|Cosmos_Air_Cargo|http://dbpedia.org/resource/Cosmos_Air_Cargo|Company
284|SADELCA|http://dbpedia.org/resource/SADELCA|Company
285|Cargo_Express|http://dbpedia.org/resource/Cargo_Express|Company
286|AeroSur_(Colombia)|http://dbpedia.org/resource/AeroSur_(Colombia)|Company
287|Colombian_Air_Cargo|http://dbpedia.org/resource/Colombian_Air_Cargo|Company
288|TAC_Colombia|http://dbpedia.org/resource/TAC_Colombia|Company
289|EasyFly|http://dbpedia.org/resource/EasyFly|Company
290|Líneas_Aéreas_La_Urraca|http://dbpedia.org/resource/Líneas_Aéreas_La_Urraca|Company
291|Copa_Airlines_Colombia|http://dbpedia.org/resource/Copa_Airlines_Colombia|Company
292|Croatia_Airlines|http://dbpedia.org/resource/Croatia_Airlines|Company
293|Air_Adriatic|http://dbpedia.org/resource/Air_Adriatic|Company
294|Dubrovnik_Airline|http://dbpedia.org/resource/Dubrovnik_Airline|Company
295|Trade_Air|http://dbpedia.org/resource/Trade_Air|Company
296|Cubana_de_Aviación|http://dbpedia.org/resource/Cubana_de_Aviación|Company
297|Aero_Caribbean|http://dbpedia.org/resource/Aero_Caribbean|Company
298|Aerogaviota|http://dbpedia.org/resource/Aerogaviota|Company
299|Czech_Airlines|http://dbpedia.org/resource/Czech_Airlines|Company
300|Travel_Service_Airlines|http://dbpedia.org/resource/Travel_Service_Airlines|Company
301|SmartWings|http://dbpedia.org/resource/SmartWings|Company
302|ABS_Jets|http://dbpedia.org/resource/ABS_Jets|Company
303|Charter_Air|http://dbpedia.org/resource/Charter_Air|Company
304|Central_Connect_Airlines|http://dbpedia.org/resource/Central_Connect_Airlines|Company
305|Euro_Cargo_Air|http://dbpedia.org/resource/Euro_Cargo_Air|Company
306|Grossmann_Jet_Service|http://dbpedia.org/resource/Grossmann_Jet_Service|Company
307|Silver_Air_(Czech_Republic)|http://dbpedia.org/resource/Silver_Air_(Czech_Republic)|Company
308|Business_Aviation|http://dbpedia.org/resource/Business_Aviation|Company
309|Hewa_Bora_Airways|http://dbpedia.org/resource/Hewa_Bora_Airways|Company
310|Wimbi_Dira_Airways|http://dbpedia.org/resource/Wimbi_Dira_Airways|Company
311|Bravo_Air_Congo|http://dbpedia.org/resource/Bravo_Air_Congo|Company
312|Air_Tropiques|http://dbpedia.org/resource/Air_Tropiques|Company
313|Air_Kasai|http://dbpedia.org/resource/Air_Kasai|Company
314|Flight_Express|http://dbpedia.org/resource/Flight_Express|Company
315|Lignes_Aériennes_Congolaises|http://dbpedia.org/resource/Lignes_Aériennes_Congolaises|Company
316|Trans_Service_Airlift|http://dbpedia.org/resource/Trans_Service_Airlift|Company
317|Kivu_Air|http://dbpedia.org/resource/Kivu_Air|Company
318|Kinshasa_Airways|http://dbpedia.org/resource/Kinshasa_Airways|Company
319|Malift_Air|http://dbpedia.org/resource/Malift_Air|Company
320|MIBA_Aviation|http://dbpedia.org/resource/MIBA_Aviation|Company
321|Africa_One|http://dbpedia.org/resource/Africa_One|Company
322|Free_Airlines|http://dbpedia.org/resource/Free_Airlines|Company
323|Great_Lakes_Business_Company|http://dbpedia.org/resource/Great_Lakes_Business_Company|Company
324|Karibu_Airways|http://dbpedia.org/resource/Karibu_Airways|Company
325|AirDC|http://dbpedia.org/resource/AirDC|Company
326|Agefreco_Air|http://dbpedia.org/resource/Agefreco_Air|Company
327|Filair|http://dbpedia.org/resource/Filair|Company
328|Scibe_Airlift|http://dbpedia.org/resource/Scibe_Airlift|Company
329|Korongo|http://dbpedia.org/resource/Korongo|Company
330|Congo_Express|http://dbpedia.org/resource/Congo_Express|Company
331|TMK_Air_Commuter|http://dbpedia.org/resource/TMK_Air_Commuter|Company
332|Sterling_Airlines|http://dbpedia.org/resource/Sterling_Airlines|Company
333|Maersk_Air|http://dbpedia.org/resource/Maersk_Air|Company
334|DAT_Danish_Air_Transport|http://dbpedia.org/resource/DAT_Danish_Air_Transport|Company
335|Air_Alsie|http://dbpedia.org/resource/Air_Alsie|Company
336|Copenhagen_Air_Taxi|http://dbpedia.org/resource/Copenhagen_Air_Taxi|Company
337|SAS_Commuter|http://dbpedia.org/resource/SAS_Commuter|Company
338|Star_Air_(Maersk_Air)|http://dbpedia.org/resource/Star_Air_(Maersk_Air)|Company
339|Jettime|http://dbpedia.org/resource/Jettime|Company
340|Air_Alpha_Greenland|http://dbpedia.org/resource/Air_Alpha_Greenland|Company
341|North_Flying|http://dbpedia.org/resource/North_Flying|Company
342|Cimber_Sterling|http://dbpedia.org/resource/Cimber_Sterling|Company
343|Wings_of_Bornholm|http://dbpedia.org/resource/Wings_of_Bornholm|Company
344|Transavia_Denmark_ApS|http://dbpedia.org/resource/Transavia_Denmark_ApS|Company
345|Aerolíneas_Mas|http://dbpedia.org/resource/Aerolíneas_Mas|Company
346|Caribbean_Air_Sign|http://dbpedia.org/resource/Caribbean_Air_Sign|Company
